optimizer	lr	weight_decay	dropout_p	initializer	activation	training_frac	seed
adam	0.00011218989320445839	6.148352495633612e-07	0.1403495243667	he	relu	0.5	166793897
sgd	0.0001584167911140903	1.5766495104319422e-07	0.4304806866334616	he	relu	0.1	311817029
adam	0.0016942388648008198	5.970883766610895e-05	0.49390973692079654	xavier	relu	0.25	228773646
sgd	0.006538103901916364	1.3144598293393364e-07	0.028757838839909067	he	tanh	0.5	473265205
sgd	0.0015007087241512684	2.1944240815061718e-06	0.2778039420612592	he	relu	1.0	159267818
sgd	0.0012278790268070295	3.918938414925518e-06	0.17223236448236878	orthogonal	relu	0.25	545720763
adam	0.025722083458629016	2.5562746899711317e-06	0.10958313167436118	xavier	relu	1.0	329214564
sgd	0.002627134827451103	7.267449701752132e-08	0.3567828411639919	orthogonal	relu	1.0	95534048
adam	0.001508669881319722	2.400755378690976e-08	0.08780526401612104	he	relu	0.1	334444807
sgd	7.017219705738025e-05	1.0016819078274832e-07	0.41024215891467875	xavier	relu	0.1	85871668
sgd	0.00010233910368301165	4.026816870254214e-08	0.4055231847458248	he	tanh	1.0	92526139
adam	0.0002421403726104271	1.1523666050958451e-07	0.21109529488540246	he	relu	0.1	926944235
adam	0.048061260832277734	8.798969991989282e-08	0.00992053984463781	orthogonal	relu	0.1	924499563
sgd	0.0001485022778378478	4.4704172641654506e-08	0.49232468105355937	xavier	tanh	0.5	527810564
adam	0.0029951787538250894	5.745786180694673e-07	0.436045030694209	orthogonal	relu	0.25	890197094
adam	0.0021503174160834365	0.000861858869205051	0.2916334236018992	xavier	tanh	0.25	366564547
adam	5.7662438520962616e-05	7.123226608748415e-08	0.02887118019679158	orthogonal	relu	1.0	395236101
sgd	0.005134868846910692	0.0004974184303178785	0.34112647518255457	he	tanh	0.5	221971308
sgd	7.086187331838968e-05	0.0018146699811217445	0.12282639772981069	orthogonal	relu	0.25	834855903
sgd	0.002589715086874172	1.984673028790359e-06	0.19308257312295135	he	tanh	0.25	134667123
adam	0.0024559760263838225	0.0011530755806985744	0.13286939733055042	orthogonal	relu	1.0	693009757
sgd	0.0026792262353139687	4.950603567469228e-08	0.09202083509097714	orthogonal	tanh	1.0	174526510
adam	0.002340050926013172	0.0029039271730261895	0.4115128055779576	xavier	relu	1.0	856898402
sgd	0.022766895700203512	1.2495375796336505e-05	0.15213273941026612	orthogonal	relu	0.1	590256950
adam	0.0027381220850197997	0.009811413394353131	0.3540243416398155	orthogonal	relu	0.1	594221991
adam	0.04039768851251537	1.8225759986375101e-06	0.37969115550960086	orthogonal	tanh	0.25	971054899
sgd	0.0019901003819939966	1.9634901722876067e-08	0.2183338983746524	xavier	relu	0.1	570137231
adam	0.000692055020261804	0.00415123104077779	0.45426255396695364	orthogonal	relu	1.0	970027276
adam	0.012091619980436837	0.005505216219992455	0.14949620905164968	he	relu	0.25	942903665
adam	0.010754886199488965	0.008976893497121302	0.40137373391089254	xavier	tanh	0.5	70009467
adam	0.003265434940083209	0.004384116130274596	0.1108267164503487	orthogonal	relu	0.1	921678953
sgd	0.0006315808212720172	1.388037688232742e-06	0.3369389807180828	xavier	relu	0.25	313345693
sgd	0.0001781720594696605	2.6050451262298972e-08	0.4111809535056259	xavier	relu	0.25	176383634
adam	5.941107431868178e-05	0.0003139645274122092	0.04242405704372204	he	tanh	0.25	194073232
adam	6.0886584211578846e-05	0.006257405810214817	0.08021550643017517	he	tanh	1.0	639180919
adam	0.0008258111421109555	2.0569708697552522e-05	0.25449790795147076	he	tanh	1.0	89473854
sgd	0.0002478846906710344	0.00021187945906278903	0.42399435176623074	he	tanh	0.25	788215570
sgd	0.006760991141927113	6.987969315761903e-06	0.28657301252556383	xavier	tanh	0.5	811626075
sgd	0.00020450420573131647	0.0023205235046268274	0.46591760443160257	he	tanh	0.1	336967606
sgd	0.0001274664951233338	4.78999821646357e-06	0.3286688114530184	he	relu	0.1	3695961
adam	0.0026104028401068495	0.006654846730839516	0.09288490864514054	xavier	tanh	0.1	108880612
sgd	0.00014446904053891837	0.0048177134447396994	0.1573537672903313	he	relu	1.0	791707097
sgd	0.0006122122227919195	0.00019220927822930157	0.2353336684216864	orthogonal	tanh	0.5	913318004
sgd	0.0010666812586585083	2.396988663120378e-07	0.2923407714808238	orthogonal	relu	0.25	347346749
sgd	0.011118561589914108	0.00038833796664508737	0.11841498690389057	xavier	relu	1.0	369281814
adam	0.005537215390647313	3.2668453913902524e-05	0.12865167175087172	he	relu	0.1	765854846
adam	0.0003528216475447618	3.3570269762381204e-07	0.2568851336825318	orthogonal	relu	0.1	841702792
sgd	0.02960828507907008	0.00012503947648545013	0.39557039098197255	he	tanh	0.1	809600907
adam	0.0010480680833070506	0.00021528268678904275	0.030918560070543277	orthogonal	tanh	0.5	682697716
sgd	0.0135204578981152	6.137540363743168e-06	0.4268689973117073	xavier	relu	1.0	249939584
adam	0.0015558781909045794	2.261388065200136e-06	0.2520646922056651	he	tanh	0.25	744293433
adam	0.03269132030177298	1.071098958807881e-08	0.3124656124604433	xavier	relu	0.25	709587577
adam	0.0003250321644319927	2.2025623931637775e-08	0.20931935698016352	orthogonal	relu	0.5	671891968
adam	0.0004224223361066872	2.5380568688221027e-07	0.4361698138206204	he	tanh	0.5	826146542
sgd	8.02271601717589e-05	2.3869670544483573e-06	0.11917458320811208	orthogonal	tanh	0.25	1043233
adam	0.00016099860645038693	0.0008179948938594066	0.45451371754922565	orthogonal	tanh	1.0	211426941
adam	0.03777936581696059	1.5797887742507534e-05	0.35268721302212436	he	tanh	0.1	403182709
sgd	0.003549177483829422	1.8363444667124202e-07	0.16451761938059667	xavier	relu	0.5	921682479
sgd	0.00031423369020749063	0.001626373612266504	0.22063784724316743	xavier	relu	0.1	785403480
sgd	0.0015558347170912632	5.644198476777566e-08	0.20294109133620641	xavier	tanh	0.25	688042471
sgd	0.011870504752914226	6.015920366787647e-07	0.4201688699804497	orthogonal	tanh	0.5	792911084
adam	0.0022528452560624263	0.002804803813460718	0.2460207349351679	xavier	relu	0.5	128565108
adam	0.002751977799775805	1.6374628410980157e-06	0.2888669217527984	xavier	relu	0.25	593867648
adam	0.0001468451032945926	0.00010669160780234921	0.466129671612179	he	tanh	1.0	879889679
sgd	0.0001501632809291527	0.0022342719155237253	0.26159750197026804	xavier	relu	0.5	71709884
sgd	0.024931114268257806	1.4765238729416692e-07	0.4950485440476296	xavier	tanh	0.25	674788031
sgd	0.006557015906161283	1.1087477849258143e-08	0.3052495439032282	he	tanh	0.1	233448894
adam	0.00016475312158837016	1.4242909320173247e-07	0.14078939404711327	orthogonal	tanh	0.25	797459012
adam	0.0007761776842120085	0.004737730293530641	0.3835424454935022	xavier	tanh	0.1	479836949
adam	0.00011320219401851484	1.4275924753600111e-05	0.4910654503507223	he	tanh	0.1	988011356
sgd	0.0188612417311059	8.253587562093293e-06	0.19669133509019143	xavier	tanh	0.25	728426742
adam	0.04994701745156108	4.1912705884642555e-05	0.22609380669676105	xavier	tanh	0.5	204939202
adam	0.0004316267948054145	5.83520013115679e-07	0.39270306512649306	xavier	tanh	1.0	283627673
adam	0.0015964318481519193	0.00022615704056984	0.07542500107642619	xavier	relu	0.25	455149199
adam	0.0010118670089921179	0.0005354771142060184	0.010972507746557836	xavier	tanh	0.25	681381298
sgd	0.00011900542633650964	5.833421472442939e-05	0.21784068692598363	orthogonal	tanh	0.1	33698788
adam	0.0020216175625280158	0.0034489904628098845	0.3484385668700141	xavier	relu	0.5	516103253
adam	0.0008578742640567676	0.0013025594752495543	0.3007995126993908	xavier	relu	0.25	61819576
sgd	0.01732938685106675	2.7231920680440002e-08	0.215040367689308	he	tanh	0.25	394620188
adam	0.020725668306300425	1.3321548245655382e-06	0.037618275236201426	xavier	relu	0.1	498528205
sgd	0.017248245457863066	0.004246853131191614	0.19802026549857227	he	relu	0.1	394274011
sgd	6.954732233112067e-05	1.290603174547244e-08	0.32400333510489504	xavier	relu	0.1	197579844
adam	0.0008796787269970262	1.3620363045395895e-05	0.04332731941973794	xavier	relu	0.25	404401198
sgd	0.005006172675607795	0.004961053549928406	0.07698946179735688	orthogonal	relu	0.1	174928880
sgd	0.0007613744248182759	0.00012012920370098669	0.37272747105406856	orthogonal	tanh	0.25	263768157
sgd	0.009522610278896318	0.0014530217864212208	0.31794558491169445	he	tanh	1.0	452949741
sgd	0.03840327935645533	4.101837739191411e-08	0.05780005914806208	xavier	relu	0.1	985740221
adam	0.03498457481778277	5.4363178977612225e-06	0.37766741169390144	orthogonal	relu	1.0	874703859
adam	0.01587341751614242	3.5212398621395447e-06	0.1727597219909276	he	tanh	0.5	753037764
adam	0.00010535408846855153	8.887288552961701e-05	0.14451512379537645	he	relu	0.25	962819275
adam	0.0027959908575170395	1.408457756027963e-07	0.24115792318615226	orthogonal	tanh	1.0	73706383
sgd	0.046328992658801825	0.007667274922701157	0.19067247434754625	he	tanh	0.25	420194521
adam	0.002292937266003864	5.971535652532385e-07	0.4778505116009894	xavier	tanh	1.0	57399769
adam	5.898991347221756e-05	0.0008739745843427473	0.21300492269093102	orthogonal	tanh	0.1	244439380
sgd	0.002263095965827569	3.0025387007994425e-07	0.030655533728802697	xavier	tanh	0.5	959803942
sgd	0.00021712226057195584	0.0002901387422437161	0.4764920460897456	xavier	relu	0.25	413623907
adam	0.00017333071805852287	1.532344877301619e-05	0.2962048515553188	xavier	tanh	1.0	743896352
adam	0.0019016993495789454	7.354186942514519e-07	0.4453241805852781	orthogonal	tanh	0.1	922017021
sgd	0.0022066161914753102	1.4407611014059372e-06	0.04789805417744836	xavier	relu	1.0	789636829
adam	0.04000503198757524	2.1349151973724762e-07	0.2927439653621729	xavier	tanh	0.25	643273060
sgd	0.02224429418825749	1.7949862027807958e-07	0.27927670176634656	he	relu	0.1	637822998
adam	0.00030797223811995024	4.177138568197642e-05	0.16459520283632856	xavier	relu	0.25	206411513
sgd	0.014612312939703338	1.5878395851814848e-05	0.48665078037568926	orthogonal	relu	0.25	497572361
sgd	7.364340709082364e-05	0.007142352031219881	0.16692499543719064	orthogonal	tanh	0.1	855324405
adam	0.000932346816373943	0.00010127078685056449	0.25052776822221434	xavier	relu	0.25	580222788
adam	0.00026911686455701606	3.452492756765503e-08	0.392077229669918	xavier	relu	0.25	587037795
sgd	0.0047456663857115364	0.0003344108100787611	0.2483930990559594	orthogonal	relu	0.5	194579233
adam	0.0002678073033391479	3.876652446961923e-06	0.46154885766047915	orthogonal	tanh	0.25	46787763
adam	0.00029898030669523205	1.11253913451877e-05	0.3937589138509723	he	tanh	0.1	535207134
sgd	0.004416797620665936	3.985828546387807e-08	0.020103188513244663	he	tanh	0.5	65732489
adam	0.04366416817240304	3.231164203343903e-08	0.040098404940355714	xavier	relu	0.25	540564217
adam	0.0008461112371889453	0.000794596452203005	0.16622061725451742	he	tanh	1.0	787852946
adam	0.0069565480361433955	4.304854512962253e-07	0.06147652814699173	he	relu	0.25	13470137
sgd	0.0004626811308447801	7.306311456467489e-05	0.26905800848057326	orthogonal	tanh	0.5	4466271
sgd	8.202937791645607e-05	1.5590115866137754e-05	0.4576087639053887	xavier	tanh	0.1	457370368
adam	0.000119203049425113	3.771088086152878e-08	0.15545128485389603	he	relu	1.0	169124855
sgd	0.02109675510412176	2.6099733634835487e-08	0.34252348598899723	xavier	relu	0.25	681583940
sgd	7.808845874894038e-05	4.360345149587538e-08	0.25698049727736993	xavier	relu	0.1	790118380
sgd	0.00010982470866263241	6.687847101494382e-05	0.3187630808711916	orthogonal	tanh	0.25	699798019
sgd	0.0001227393199887204	0.00019682338192360003	0.2428353118029174	he	relu	0.25	497576975
adam	0.0010313101272205673	8.970025444784373e-08	0.21502464919854586	he	relu	0.25	303090455
adam	0.009922169251734295	8.68567912377461e-07	0.2071438425555745	orthogonal	tanh	0.5	832758095
sgd	0.010948197478126089	0.0010081541769931702	0.40716001842620564	xavier	relu	0.5	611686134
sgd	0.0007879334933295761	4.054134713152484e-06	0.06781170284025134	he	relu	0.5	834304257
adam	0.00397312318415557	0.00018338059303701503	0.00916263431917741	orthogonal	relu	1.0	113865200
sgd	0.0018092509331160656	1.5515438087800068e-08	0.11871029535834421	orthogonal	relu	0.1	503365595
adam	0.011547023437088482	0.000761080160048064	0.2606603547787362	xavier	relu	1.0	368403327
sgd	0.0016148476199255237	4.8866804659724185e-08	0.13883848601962867	he	relu	0.5	585848991
adam	7.896129198584363e-05	5.749303573377173e-06	0.0010993241773462614	orthogonal	tanh	1.0	817032666
adam	0.014316619660741615	1.3684214978527153e-08	0.4726115198175148	xavier	tanh	0.1	218825555
sgd	0.00012911581887277678	8.239230403575164e-06	0.35936020603284863	orthogonal	relu	1.0	324159127
adam	0.012905354221574312	0.0012039724883913024	0.036819296736474605	xavier	relu	0.1	760932235
sgd	0.00013982280112683957	0.0084766334663779	0.3272618638941377	he	relu	1.0	593435313
adam	0.0004173440599721038	0.005707618750194403	0.19923462628367306	orthogonal	relu	0.5	315109026
sgd	0.009118792954376544	1.356813290883278e-08	0.4174482412868786	xavier	tanh	0.25	615418235
adam	0.0013101581763090176	8.052448993561838e-07	0.19445292911895662	he	relu	0.1	551904800
adam	0.005575773231632629	0.004591761753328687	0.2763935514568728	orthogonal	tanh	0.25	894439328
sgd	0.020018936691903643	8.620568967339056e-05	0.3223219435168508	he	relu	0.5	262869948
sgd	0.00047035084399425667	2.871278723060416e-05	0.4703285957072614	orthogonal	tanh	1.0	195922610
sgd	0.00019791675097449274	0.0042121320155621795	0.05533849581146577	xavier	tanh	0.1	303394218
sgd	0.0004099399025044153	0.0034221664950850896	0.0740245280927746	xavier	tanh	0.1	822335076
sgd	0.00024017603243209514	0.0014619433463543953	0.013289585687555339	xavier	tanh	0.1	540906763
adam	0.002332196829888163	3.72919057018979e-06	0.23535012433496716	xavier	relu	0.1	584556354
adam	9.424976989538744e-05	0.009772665103476004	0.29210479243761206	orthogonal	relu	0.5	302480960
adam	0.00012079939969087581	1.992764356337899e-06	0.03118595454432549	orthogonal	tanh	0.1	907056544
sgd	0.007668206410928042	1.3342658333992794e-07	0.46468643922599173	orthogonal	tanh	0.5	650622119
adam	0.00019724209261350362	2.281237930123793e-08	0.2694763703602851	orthogonal	relu	0.5	667225929
sgd	0.0001860508453600303	0.00017445737813243524	0.07209182316078794	he	tanh	0.5	887702570
sgd	0.0028016706240818587	8.945991579272321e-07	0.3037733690681322	orthogonal	tanh	0.5	840916523
adam	0.007133064138202404	4.088113778627083e-06	0.2538832774498147	he	relu	0.1	102912284
adam	0.0005786010292558282	1.3697743100269594e-08	0.37399278217327375	xavier	relu	0.1	297904524
sgd	0.0014785445176110441	1.8398532365019363e-05	0.4551597072938613	xavier	tanh	0.5	921653259
adam	0.004548617510329385	1.6228633292202254e-07	0.11536333136903887	he	relu	1.0	432838238
sgd	0.006757692278397773	1.684456174298103e-05	0.4121803439731614	xavier	tanh	0.1	546573613
sgd	0.0005190646524743584	1.0640994017841286e-07	0.023340876630921825	xavier	tanh	0.1	78262145
sgd	0.0012808978498096415	0.0003431080033412515	0.39225881671215046	xavier	tanh	0.1	167345404
adam	6.949619880778127e-05	0.004543004367638446	0.06432320585084966	xavier	tanh	0.5	405629426
adam	0.0034606508100429867	0.00025714969319453576	0.3437451334959227	he	relu	0.5	507896561
sgd	0.005314733382913722	6.712150111707686e-06	0.06833636852019132	xavier	relu	0.25	786008098
sgd	7.259732801176201e-05	4.764445357380778e-06	0.04828888376328633	xavier	tanh	0.25	371747542
adam	0.000448344103188777	8.629586452998942e-08	0.10359959431357324	orthogonal	tanh	0.25	305752912
adam	0.00010457786831641523	0.0031866442721783326	0.08203557637735603	he	tanh	1.0	668823641
sgd	0.006107852708681247	0.000474914677430654	0.23731961016423053	xavier	tanh	1.0	296248071
adam	0.0008969432990337483	7.384415527701543e-06	0.2631805907117011	orthogonal	tanh	0.25	581524060
sgd	0.03154517711566437	0.00010908366081996487	0.14340439264491273	xavier	tanh	0.5	407486361
adam	0.0015735028986035122	2.3533008656206806e-08	0.21689486879310238	orthogonal	tanh	0.5	780024777
adam	0.02562628586070697	1.2008914664297325e-07	0.2022912685303056	he	tanh	0.5	99952217
sgd	0.0003439021260499319	6.78733133121386e-07	0.21086717726865517	xavier	relu	1.0	389229565
sgd	0.0004139981461915561	9.330132573136e-06	0.1927601762384032	orthogonal	relu	0.1	276890017
sgd	8.968237495635778e-05	0.0009515646201213964	0.334320827366768	he	tanh	1.0	45932658
adam	0.0009533728159220248	4.501423741618725e-06	0.028547835310151704	orthogonal	relu	0.25	136815208
adam	0.0031253342233031915	9.379582417867667e-05	0.2963988375844535	orthogonal	relu	0.25	507514051
adam	0.02225868948332801	0.00013267749792068596	0.11079364114908097	xavier	tanh	1.0	828457785
sgd	0.0006485641633105939	9.592093684679627e-05	0.27755784734818406	xavier	relu	1.0	844979700
adam	0.001165926070156721	0.0009995898619997573	0.2080382218199494	he	tanh	0.5	422352497
adam	0.0001978418281451037	5.902919340238733e-06	0.4256787061582796	orthogonal	relu	0.25	553805292
adam	0.015765847607287255	3.5741080754066817e-06	0.02922011905927796	orthogonal	tanh	1.0	801647690
adam	0.004357479019690357	2.9229832860323583e-06	0.3224309033357554	he	tanh	0.25	547488156
adam	0.0009329546285403973	3.665593082671817e-08	0.21059782859642961	he	tanh	0.5	168303991
adam	0.005655528947824319	2.987335009270017e-08	0.34616379654548757	xavier	relu	1.0	721322712
adam	0.021586879241363696	1.0543502374394448e-07	0.10102226081431598	xavier	relu	0.5	229698836
adam	0.00024615257990441954	1.1645810660470344e-05	0.1319050113065301	he	tanh	1.0	934501372
sgd	0.0105513412354529	4.903801233402706e-06	0.0837157601087628	xavier	tanh	0.5	137587448
adam	0.022404400223752324	0.0005031914454795812	0.3056251847215112	xavier	tanh	0.5	206037667
adam	0.002982005311035726	6.498306191119394e-05	0.03447427817257681	he	tanh	0.5	762097033
sgd	0.000468850488512064	4.259705298587236e-06	0.4206036370395047	orthogonal	tanh	1.0	745052004
adam	0.00015789529231709088	3.5898430782942536e-07	0.31489802834869857	xavier	relu	0.5	2640328
sgd	0.0005195800238160136	0.004145498826223621	0.048373712441990735	orthogonal	relu	0.25	294292375
adam	0.03978074559428657	1.9734130036988912e-07	0.333132587073737	xavier	relu	1.0	244103359
adam	0.0006293878178467807	7.395077325346171e-08	0.30632694792118603	xavier	tanh	0.1	326093538
sgd	0.00014333059065750866	5.7491608349795355e-08	0.22513048682613596	orthogonal	tanh	0.25	994919522
adam	0.01952859671336855	1.4216793408128057e-06	0.39677705612396147	he	tanh	1.0	698437615
adam	0.0004260825536353317	0.0014011293276241486	0.2410320286916911	he	relu	0.25	548423203
sgd	0.0004750502701872459	4.1771895778234975e-06	0.32437896988653514	he	relu	0.1	524063697
adam	0.0016312010526697094	6.504066170078869e-05	0.4186525336132443	he	relu	0.25	70640
sgd	0.000133243617336076	0.006886736993746189	0.2153069994534179	orthogonal	tanh	1.0	113442790
adam	0.0005709458086615566	2.2649478032396612e-05	0.4587818742666374	xavier	tanh	0.1	345933919
sgd	8.183981181328551e-05	1.4510527477966947e-07	0.2540417380951828	xavier	relu	0.25	389998231
sgd	0.01248360514509179	3.278042098895145e-07	0.006532340851408247	he	tanh	0.1	503011990
adam	0.0028068080903887395	7.69106844377545e-07	0.20884635016974906	he	tanh	1.0	776346813
sgd	0.0004303494217858763	0.0043438891541211335	0.12544360088864692	xavier	tanh	1.0	265715423
sgd	0.0002096559331592292	1.4748190787911166e-08	0.4005236948673791	he	relu	0.5	465629220
sgd	0.0010500881845881044	9.347285356651133e-07	0.12389847193261472	xavier	relu	0.1	768773488
adam	5.1067346701943173e-05	6.888117923114898e-07	0.45005796706342643	orthogonal	tanh	1.0	772427446
adam	0.0003586236100899705	7.67771730756328e-07	0.2659800038777602	he	tanh	0.1	3741196
sgd	0.00011912138110354727	0.0028743378894682476	0.2554309701493352	he	tanh	0.5	19511512
adam	0.00023577900014348367	0.0053938638073901075	0.028454179640309274	xavier	relu	1.0	442913640
adam	0.0001478765905096681	0.003151311159097375	0.16430521036134205	he	tanh	0.5	548591389
adam	0.004931491235111086	0.003117105029768285	0.008483564023914869	xavier	tanh	0.5	655209744
sgd	0.0005132844635540261	0.0009132545703520034	0.3305895209029438	orthogonal	relu	0.5	147435376
sgd	0.0050443853002169045	3.855284083283185e-08	0.41481678001635636	he	tanh	0.25	22558781
sgd	0.000371775913706964	0.00044179510370021826	0.41726876956780623	xavier	tanh	0.5	328382319
adam	0.0001297843061519877	7.952238044567391e-08	0.4328220344195964	xavier	relu	0.1	599655128
sgd	0.00033796623569395403	0.006679957957225569	0.10658581275076645	he	tanh	0.5	300860757
sgd	0.006669969277440741	1.0797305539046534e-05	0.36037710855347943	xavier	relu	0.5	204591500
adam	0.0020536423828652005	0.0012611096574020153	0.2467313905366038	xavier	tanh	0.25	625017530
sgd	0.00039672138952666326	4.311379591144572e-05	0.14534860901529595	xavier	tanh	0.5	429431826
adam	9.091176782956029e-05	3.456680965029482e-07	0.02810214963825025	xavier	relu	0.25	597866672
adam	0.002230569616479831	0.0010802061950174007	0.3691071481207866	he	tanh	0.5	229717603
adam	0.0022452044340031036	1.185852971708414e-08	0.47671308215299035	he	relu	0.1	46547339
adam	0.002444956455395469	6.531167806660736e-06	0.3384094029912053	orthogonal	tanh	0.25	895678908
adam	0.027224210455962617	0.00017530675830065625	0.14303716509717407	xavier	tanh	0.5	667360488
adam	0.029220123964340584	0.00029222609649812354	0.2902164668820535	he	tanh	1.0	417226642
adam	0.0016696577513826995	0.0003132542444225437	0.10989175220352598	xavier	relu	0.1	392073291
adam	0.0004925074334846538	9.29972334156165e-06	0.06282877585009966	orthogonal	tanh	1.0	450564360
adam	0.0006447874380470647	6.962010292222547e-06	0.49997902346143464	he	tanh	1.0	297699782
adam	0.015478472596712693	3.837823151743308e-08	0.4365483388282435	orthogonal	tanh	0.25	888203035
sgd	0.0068953749915644045	3.1705994368896512e-06	0.1953272299421166	he	relu	0.25	859259597
sgd	0.0018366481517109986	6.831474391149498e-08	0.23886593276945062	he	tanh	1.0	759220958
adam	0.0009112249765573618	3.5720737698389304e-08	0.0265828269683831	orthogonal	relu	0.1	861601151
adam	0.004200312753971033	8.203378993482162e-06	0.17028230112950166	orthogonal	tanh	0.5	998669875
adam	0.00014480700076299212	1.2002162274606926e-07	0.3048510613058104	he	relu	1.0	315413330
adam	0.00046764065809502874	3.315603209232603e-07	0.37097439888324785	he	relu	1.0	566236526
adam	0.0005313807633546438	1.902435323779439e-08	0.4531361493799157	xavier	tanh	0.5	357703823
adam	0.000125047287656098	3.740656803645762e-05	0.10180313186665624	xavier	tanh	0.5	852317044
adam	0.005285015544259541	4.1874291634973794e-07	0.2819939626407692	he	relu	0.5	393866308
adam	0.00016912753295720588	0.0002686897512564208	0.13332416137208408	he	tanh	0.1	185588834
adam	0.0032710121032698595	2.7250666529310456e-06	0.27695306374097106	orthogonal	relu	1.0	439980427
adam	0.025389132019793845	2.988827274456019e-07	0.16459918041168564	xavier	relu	0.1	337861656
sgd	0.008136179124349522	0.002548690976578163	0.3682146971406267	orthogonal	relu	0.5	230652851
sgd	0.00032261684235081824	1.5583489742384308e-06	0.11099070195565203	xavier	tanh	1.0	740961146
adam	0.0019418548384781361	0.0009560873348155374	0.01557024106872168	he	tanh	1.0	913659348
adam	0.0003063721094966713	1.5452357993271187e-08	0.3898298391756675	he	relu	0.1	10198499
sgd	0.00015958491344633387	2.251516672063283e-06	0.4956153514387507	xavier	relu	1.0	842649140
sgd	0.00511486025583755	1.9096463622514625e-08	0.16129005731278018	orthogonal	tanh	1.0	178580630
sgd	0.043532889084016466	0.0032499861691808497	0.2687749325674936	he	tanh	0.1	134415503
adam	0.0003770759447714714	0.0027947512048475905	0.16518393274385962	he	tanh	0.1	170158648
sgd	0.018747445697400292	0.0029232735444978597	0.45417430219265553	xavier	relu	1.0	487326758
sgd	0.00035409023220333826	0.0027598074436671247	0.0393307471536366	orthogonal	relu	0.25	391727212
sgd	0.0015809141348598797	0.004989279455284408	0.4928807800703405	orthogonal	relu	0.25	777084596
sgd	0.02375370495020251	7.81006791608147e-06	0.1720837834834164	he	relu	0.5	963138745
sgd	0.00026453447146690813	3.265445040695432e-05	0.1846064810338644	he	relu	0.1	247212966
adam	0.008995533492196638	1.61951286092465e-05	0.051284451409776166	orthogonal	tanh	0.1	212724958
adam	0.005719733489161932	0.0005749536812317954	0.4921160991193765	orthogonal	relu	0.5	239964793
sgd	0.000506327185648039	1.888584616758641e-08	0.16415612284209924	he	relu	0.25	822617220
adam	0.0010736892609762136	5.08527067732105e-08	0.08117546184746066	xavier	tanh	0.5	591434966
adam	0.0013376879823717221	2.4080087902821137e-08	0.3982524891252114	he	relu	0.1	197206748
adam	0.00015345479002593502	1.1628306633335292e-06	0.0829415155772038	he	relu	0.1	433426666
sgd	0.0012071896306038088	1.1135434716791455e-07	0.006082781513073843	xavier	relu	0.5	884039498
sgd	0.010370636891603141	3.936507572034219e-05	0.06472109866719145	orthogonal	tanh	0.25	502798993
sgd	0.0002872026288447065	2.536777310731433e-05	0.26463398732791393	he	tanh	0.25	939102958
adam	0.001264751821309266	0.0018280842634545646	0.07061235923937109	he	relu	0.25	614144587
sgd	0.00012662277329155013	1.886411081804757e-06	0.3582688739604724	xavier	relu	0.1	807582728
adam	0.03265032397544998	3.4059004356477615e-05	0.047169394653607644	orthogonal	relu	0.5	49437769
adam	0.00010928084524546949	4.3310865679386055e-05	0.20994046150387274	he	tanh	0.5	373507001
adam	0.009230183188557981	4.828185134724247e-05	0.27512086768561095	xavier	relu	0.5	507742699
adam	0.002538598890181527	2.469056667742234e-07	0.29894641441959285	orthogonal	relu	0.25	501947280
sgd	0.00040336071711191625	0.0008150806082905114	0.23284704618454383	orthogonal	relu	0.25	434318588
adam	0.002118634394569894	3.427340201213556e-06	0.4185241098263686	xavier	tanh	1.0	380021989
sgd	0.00013786445831949685	0.003861467225036326	0.3331004497895796	orthogonal	tanh	0.1	361235974
sgd	0.00014652549784948557	5.0701966269987114e-05	0.3775930814259896	he	tanh	0.1	756307117
sgd	0.0004944854361731997	0.00038107751220685767	0.1917395326420117	xavier	relu	0.5	863155852
sgd	0.0022831168767111676	8.100783740220272e-05	0.31267701247263235	xavier	tanh	0.5	955958439
adam	0.0063764021803442055	0.00023753134076808893	0.04486486901139869	orthogonal	relu	0.1	312514729
adam	0.00014879068072001453	2.1200535114046942e-05	0.13188356984719218	he	relu	0.1	629863816
sgd	0.032277597843629574	0.004028622639949752	0.30125945332381776	orthogonal	tanh	0.25	308636593
sgd	0.0011356120358217861	0.0003356064885525668	0.1596173252956133	orthogonal	tanh	0.1	609442586
sgd	0.0005306259502221434	1.7501774413285326e-08	0.17498491067507776	orthogonal	tanh	0.25	885803641
adam	0.01919818675605211	0.0010096120994530185	0.0716592124654995	xavier	tanh	0.5	629662913
adam	0.0007864881704185147	5.727995595342627e-05	0.17894327211277927	he	relu	0.25	349390340
adam	0.000758192872463771	3.2640083934973865e-06	0.4645226357976788	he	tanh	0.1	57235484
adam	0.00031909146599711695	6.407650807314654e-07	0.24524616940481875	orthogonal	tanh	0.25	364375204
adam	0.010534180655088238	0.0013708646005266387	0.05808583914438764	orthogonal	tanh	0.25	349204103
adam	7.713337341636004e-05	0.00010957469271279091	0.17145516162358315	xavier	relu	0.1	533738991
sgd	0.019676798422190882	4.419913328679668e-08	0.05168587796405494	xavier	tanh	0.25	485926252
sgd	0.0005830592828627622	1.0051214196256678e-05	0.4093877556136652	xavier	tanh	0.1	518154048
adam	0.0008684093472844443	0.0006628549686472889	0.031903123271500855	xavier	tanh	0.5	559891797
sgd	0.0004502491154730893	2.9753681341928624e-05	0.19019538135353636	xavier	relu	0.1	269722099
